mserp_addressbooknames,mserp_dataarea,mserp_dirpartytablebientityid,mserp_instancerelationtype,mserp_instancerelationtype_bigint,mserp_knownas,mserp_languageid,mserp_name,mserp_namealias,mserp_partynumber,mserp_primaryaddresslocation,mserp_primaryaddresslocation_bigint,mserp_primarycontactemail,mserp_primarycontactemail_bigint,mserp_primarycontactfacebook,mserp_primarycontactfacebook_bigint,mserp_primarycontactfax,mserp_primarycontactfax_bigint,mserp_primarycontactlinkedin,mserp_primarycontactlinkedin_bigint,mserp_primarycontactphone,mserp_primarycontactphone_bigint,mserp_primarycontacttelex,mserp_primarycontacttelex_bigint,mserp_primarycontacttwitter,mserp_primarycontacttwitter_bigint,mserp_primarycontacturl,mserp_primarycontacturl_bigint,mserp_sourcekey,mserp_sourcekey_bigint,versionnumber
,,00006cdf-0000-0000-ccb0-010010000000,2077,2077,,en-us,(주)케이디에스아이비,(주)케이디에스아이비,000016445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587532,68719587532,NULL
,,00006cdf-0000-0000-cdb0-010010000000,2077,2077,,en-us,서울 상패,서울 상패,000016446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587533,68719587533,NULL
,,00006cdf-0000-0000-ceb0-010010000000,2077,2077,,en-us,일우관세사무소,일우관세사무소,000016447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587534,68719587534,NULL
,,00006cdf-0000-0000-cfb0-010010000000,2077,2077,,en-us,솔낭구,솔낭구,000016448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587535,68719587535,NULL
,,00006cdf-0000-0000-d0b0-010010000000,2077,2077,,en-us,(주)유티아이코리아,(주)유티아이코리아,000016449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587536,68719587536,NULL
,,00006cdf-0000-0000-d1b0-010010000000,2077,2077,,en-us,(주)헬만월드와이드로지스틱스,(주)헬만월드와이드로지스틱스,000016450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587537,68719587537,NULL
,,00006cdf-0000-0000-d2b0-010010000000,2077,2077,,en-us,쉬프트정보통신(주),쉬프트정보통신(주),000016451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587538,68719587538,NULL
,,00006cdf-0000-0000-d3b0-010010000000,2077,2077,,en-us,JS 정보기술,JS 정보기술,000016452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587539,68719587539,NULL
,,00006cdf-0000-0000-d4b0-010010000000,2077,2077,,en-us,(주)모바일리지,(주)모바일리지,000016453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587540,68719587540,NULL
,,00006cdf-0000-0000-d5b0-010010000000,2077,2077,,en-us,"SEGYUNG BRITESTONE ELECTRONICS(NANJING)CO.,LTD",SEGYUNG BRITESTONE E,000016454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587541,68719587541,NULL
,,00006cdf-0000-0000-d6b0-010010000000,2077,2077,,en-us,산업교육연구소,산업교육연구소,000016455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587542,68719587542,NULL
,,00006cdf-0000-0000-d7b0-010010000000,2077,2077,,en-us,개별화물,개별화물,000016456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587543,68719587543,NULL
,,00006cdf-0000-0000-d8b0-010010000000,2077,2077,,en-us,(주)아이에이알시스템즈코리아,(주)아이에이알시스템즈코리아,000016457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587544,68719587544,NULL
,,00006cdf-0000-0000-d9b0-010010000000,2077,2077,,en-us,(주)이엠씽크,(주)이엠씽크,000016458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587545,68719587545,NULL
,,00006cdf-0000-0000-dab0-010010000000,2077,2077,,en-us,(주)에스엘전자,(주)에스엘전자,000016459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587546,68719587546,NULL
,,00006cdf-0000-0000-dbb0-010010000000,2077,2077,,en-us,(주)에스테크노피아_USD,(주)에스테크노피아_USD,000016460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587547,68719587547,NULL
,,00006cdf-0000-0000-dcb0-010010000000,2077,2077,,en-us,(주)에스테크노피아_JPY,(주)에스테크노피아_JPY,000016461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587548,68719587548,NULL
,,00006cdf-0000-0000-ddb0-010010000000,2077,2077,,en-us,(주)한국씨티은행테헤란로기업금융센터,(주)한국씨티은행테헤란로기업금융센터,000016462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587549,68719587549,NULL
,,00006cdf-0000-0000-deb0-010010000000,2077,2077,,en-us,주식회사 고시다코리아,주식회사 고시다코리아,000016463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587550,68719587550,NULL
,,00006cdf-0000-0000-dfb0-010010000000,2077,2077,,en-us,노무법인웅지,노무법인웅지,000016464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587551,68719587551,NULL
,,00006cdf-0000-0000-e0b0-010010000000,2077,2077,,en-us,한주전산,한주전산,000016465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587552,68719587552,NULL
,,00006cdf-0000-0000-e1b0-010010000000,2077,2077,,en-us,LG bestshop 대방점,LG bestshop 대방점,000016466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587553,68719587553,NULL
,,00006cdf-0000-0000-e2b0-010010000000,2077,2077,,en-us,굿모닝,굿모닝,000016467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587554,68719587554,NULL
,,00006cdf-0000-0000-e3b0-010010000000,2077,2077,,en-us,파나소닉 디바이스 세일즈 코리아(주) USD,파나소닉 디바이스 세일즈 코리아(주),000016468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587555,68719587555,NULL
,,00006cdf-0000-0000-e4b0-010010000000,2077,2077,,en-us,더클래스효성(주) 서초서비스센터,더클래스효성(주) 서초서비스센터,000016469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587556,68719587556,NULL
,,00006cdf-0000-0000-e5b0-010010000000,2077,2077,,en-us,LIG손해보험(주),LIG손해보험(주),000016470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587557,68719587557,NULL
,,00006cdf-0000-0000-e6b0-010010000000,2077,2077,,en-us,무브맥스시스템(주),무브맥스시스템(주),000016471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587558,68719587558,NULL
,,00006cdf-0000-0000-e7b0-010010000000,2077,2077,,en-us,(주)농협목우촌 부산지사,(주)농협목우촌 부산지사,000016472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587559,68719587559,NULL
,,00006cdf-0000-0000-e8b0-010010000000,2077,2077,,en-us,(주)케이엠파워,(주)케이엠파워,000016473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587560,68719587560,NULL
,,00006cdf-0000-0000-e9b0-010010000000,2077,2077,,en-us,(주)아이윈세미컴,(주)아이윈세미컴,000016474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587561,68719587561,NULL
,,00006cdf-0000-0000-eab0-010010000000,2077,2077,,en-us,새미유통,새미유통,000016475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587562,68719587562,NULL
,,00006cdf-0000-0000-ebb0-010010000000,2077,2077,,en-us,현대공인중개사무소,현대공인중개사무소,000016476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587563,68719587563,NULL
,,00006cdf-0000-0000-ecb0-010010000000,2077,2077,,en-us,허바허바사장,허바허바사장,000016477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587564,68719587564,NULL
,,00006cdf-0000-0000-edb0-010010000000,2077,2077,,en-us,LG난징,LG난징,000016478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587565,68719587565,NULL
,,00006cdf-0000-0000-eeb0-010010000000,2077,2077,,en-us,사단법인 한국기업평가원,사단법인 한국기업평가원,000016479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587566,68719587566,NULL
,,00006cdf-0000-0000-efb0-010010000000,2077,2077,,en-us,한국생산성본부,한국생산성본부,000016480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587567,68719587567,NULL
,,00006cdf-0000-0000-f0b0-010010000000,2077,2077,,en-us,AF,AF,000016481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587568,68719587568,NULL
,,00006cdf-0000-0000-f1b0-010010000000,2077,2077,,en-us,김태혁,김태혁,000016482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587569,68719587569,NULL
,,00006cdf-0000-0000-f2b0-010010000000,2077,2077,,en-us,오복사,오복사,000016483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587570,68719587570,NULL
,,00006cdf-0000-0000-f3b0-010010000000,2077,2077,,en-us,(주)에이치에스피컨설팅유답,(주)에이치에스피컨설팅유답,000016484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587571,68719587571,NULL
,,00006cdf-0000-0000-f4b0-010010000000,2077,2077,,en-us,(주)엔산녹산미디어,(주)엔산녹산미디어,000016485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587572,68719587572,NULL
,,00006cdf-0000-0000-f5b0-010010000000,2077,2077,,en-us,리드센스(주),리드센스(주),000016486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587573,68719587573,NULL
,,00006cdf-0000-0000-f6b0-010010000000,2077,2077,,en-us,아이포스 시스템,아이포스 시스템,000016487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587574,68719587574,NULL
,,00006cdf-0000-0000-f7b0-010010000000,2077,2077,,en-us,(주)엠코리아,(주)엠코리아,000016488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587575,68719587575,NULL
,,00006cdf-0000-0000-f8b0-010010000000,2077,2077,,en-us,주식회사 에이케이글로벌,주식회사 에이케이글로벌,000016489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587576,68719587576,NULL
,,00006cdf-0000-0000-f9b0-010010000000,2077,2077,,en-us,주식회사 페이롤플러스,주식회사 페이롤플러스,000016490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587577,68719587577,NULL
,,00006cdf-0000-0000-fab0-010010000000,2077,2077,,en-us,법무법인 정진,법무법인 정진,000016491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587578,68719587578,NULL
,,00006cdf-0000-0000-fbb0-010010000000,2077,2077,,en-us,현대자동차(주),현대자동차(주),000016492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587579,68719587579,NULL
,,00006cdf-0000-0000-fcb0-010010000000,2077,2077,,en-us,(주)원반도체,(주)원반도체,000016493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587580,68719587580,NULL
,,00006cdf-0000-0000-fdb0-010010000000,2077,2077,,en-us,동아종합물류,동아종합물류,000016494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587581,68719587581,NULL
,,00006cdf-0000-0000-feb0-010010000000,2077,2077,,en-us,동림상사,동림상사,000016495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587582,68719587582,NULL
,,00006cdf-0000-0000-ffb0-010010000000,2077,2077,,en-us,블루홈케어,블루홈케어,000016496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587583,68719587583,NULL
,,00006cdf-0000-0000-00b1-010010000000,2077,2077,,en-us,의료법인미래의료재단,의료법인미래의료재단,000016497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587584,68719587584,NULL
,,00006cdf-0000-0000-01b1-010010000000,2077,2077,,en-us,"SHAN DONG LANGYUE INT'L WAREHOUSE&TRANSPORTATION CO,.LTD",SHAN DONG LANGYUE IN,000016498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587585,68719587585,NULL
,,00006cdf-0000-0000-02b1-010010000000,2077,2077,,en-us,신부자공인중개사사무소,신부자공인중개사사무소,000016499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587586,68719587586,NULL
,,00006cdf-0000-0000-03b1-010010000000,2077,2077,,en-us,법무사정현석사무소,법무사정현석사무소,000016500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587587,68719587587,NULL
,,00006cdf-0000-0000-04b1-010010000000,2077,2077,,en-us,대성에너지(주),대성에너지(주),000016501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587588,68719587588,NULL
,,00006cdf-0000-0000-05b1-010010000000,2077,2077,,en-us,청음트랜스,청음트랜스,000016502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587589,68719587589,NULL
,,00006cdf-0000-0000-06b1-010010000000,2077,2077,,en-us,파르나스호텔(주),파르나스호텔(주),000016503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587590,68719587590,NULL
,,00006cdf-0000-0000-07b1-010010000000,2077,2077,,en-us,Adesto Technologies,Adesto Technologies,000016504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587591,68719587591,NULL
,,00006cdf-0000-0000-08b1-010010000000,2077,2077,,en-us,EPCC(Efficient power conversion corporation),EPCC(Efficient power,000016505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587592,68719587592,NULL
,,00006cdf-0000-0000-09b1-010010000000,2077,2077,,en-us,마이클앤선솔루션(주),마이클앤선솔루션(주),000016506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587593,68719587593,NULL
,,00006cdf-0000-0000-0ab1-010010000000,2077,2077,,en-us,CN-KNOWHOW INTELLECTUAL PO]ROPERTY AGENT LTD.,CN-KNOWHOW INTELLECT,000016507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587594,68719587594,NULL
,,00006cdf-0000-0000-0bb1-010010000000,2077,2077,,en-us,"Neoconix, Inc","Neoconix, Inc",000016508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587595,68719587595,NULL
,,00006cdf-0000-0000-0cb1-010010000000,2077,2077,,en-us,PEI-Genesis Connectors Zhuhai Ltd,PEI-Genesis Connecto,000016509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587596,68719587596,NULL
,,00006cdf-0000-0000-0db1-010010000000,2077,2077,,en-us,(주)세영로지스틱스,(주)세영로지스틱스,000016510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587597,68719587597,NULL
,,00006cdf-0000-0000-0eb1-010010000000,2077,2077,,en-us,천우천사 주식회사,천우천사 주식회사,000016511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587598,68719587598,NULL
,,00006cdf-0000-0000-0fb1-010010000000,2077,2077,,en-us,관세법인 스카이브릿지,관세법인 스카이브릿지,000016512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587599,68719587599,NULL
,,00006cdf-0000-0000-10b1-010010000000,2077,2077,,en-us,케이비(KB)전자,케이비(KB)전자,000016513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587600,68719587600,NULL
,,00006cdf-0000-0000-11b1-010010000000,2077,2077,,en-us,(주)송천 코리아,(주)송천 코리아,000016514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587601,68719587601,NULL
,,00006cdf-0000-0000-12b1-010010000000,2077,2077,,en-us,(주)다나산전,(주)다나산전,000016515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587602,68719587602,NULL
,,00006cdf-0000-0000-13b1-010010000000,2077,2077,,en-us,신흥팩토리,신흥팩토리,000016516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587603,68719587603,NULL
,,00006cdf-0000-0000-14b1-010010000000,2077,2077,,en-us,롯데쇼핑(주),롯데쇼핑(주),000016517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587604,68719587604,NULL
,,00006cdf-0000-0000-15b1-010010000000,2077,2077,,en-us,PLUGHOUSE,PLUGHOUSE,000016518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587605,68719587605,NULL
,,00006cdf-0000-0000-16b1-010010000000,2077,2077,,en-us,하이카피,하이카피,000016519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587606,68719587606,NULL
,,00006cdf-0000-0000-17b1-010010000000,2077,2077,,en-us,(주)시스원,(주)시스원,000016520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587607,68719587607,NULL
,,00006cdf-0000-0000-18b1-010010000000,2077,2077,,en-us,롯데쇼핑(주)강남점,롯데쇼핑(주)강남점,000016521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587608,68719587608,NULL
,,00006cdf-0000-0000-19b1-010010000000,2077,2077,,en-us,대상일렉트로닉스,대상일렉트로닉스,000016522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587609,68719587609,NULL
,,00006cdf-0000-0000-1ab1-010010000000,2077,2077,,en-us,내쇼날경남상사,내쇼날경남상사,000016523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587610,68719587610,NULL
,,00006cdf-0000-0000-1bb1-010010000000,2077,2077,,en-us,ADAFRUIT INDUSTRIES,ADAFRUIT INDUSTRIES,000016524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587611,68719587611,NULL
,,00006cdf-0000-0000-1cb1-010010000000,2077,2077,,en-us,(주)테크데이타 웹타임 교육센터,(주)테크데이타 웹타임 교육센터,000016525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587612,68719587612,NULL
,,00006cdf-0000-0000-1db1-010010000000,2077,2077,,en-us,열쇠박사,열쇠박사,000016526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587613,68719587613,NULL
,,00006cdf-0000-0000-1eb1-010010000000,2077,2077,,en-us,덕우무역상사,덕우무역상사,000016527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587614,68719587614,NULL
,,00006cdf-0000-0000-1fb1-010010000000,2077,2077,,en-us,한국전기안전공사 서울지역본부,한국전기안전공사 서울지역본부,000016528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587615,68719587615,NULL
,,00006cdf-0000-0000-20b1-010010000000,2077,2077,,en-us,(주)국민은행강남대기업금융센터,(주)국민은행강남대기업금융센터,000016529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587616,68719587616,NULL
,,00006cdf-0000-0000-21b1-010010000000,2077,2077,,en-us,서비스에이스(주),서비스에이스(주),000016530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587617,68719587617,NULL
,,00006cdf-0000-0000-22b1-010010000000,2077,2077,,en-us,SPARKFUN,SPARKFUN,000016531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587618,68719587618,NULL
,,00006cdf-0000-0000-23b1-010010000000,2077,2077,,en-us,윤민,윤민,000016532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587619,68719587619,NULL
,,00006cdf-0000-0000-24b1-010010000000,2077,2077,,en-us,코맥스 전자통신,코맥스 전자통신,000016533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587620,68719587620,NULL
,,00006cdf-0000-0000-25b1-010010000000,2077,2077,,en-us,캐슬레이크펜션,캐슬레이크펜션,000016534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587621,68719587621,NULL
,,00006cdf-0000-0000-26b1-010010000000,2077,2077,,en-us,(주)피제이전자,(주)피제이전자,000016535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587622,68719587622,NULL
,,00006cdf-0000-0000-27b1-010010000000,2077,2077,,en-us,유신포장,유신포장,000016536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587623,68719587623,NULL
,,00006cdf-0000-0000-28b1-010010000000,2077,2077,,en-us,원텍코리아,원텍코리아,000016537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587624,68719587624,NULL
,,00006cdf-0000-0000-29b1-010010000000,2077,2077,,en-us,세미베이스,세미베이스,000016538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587625,68719587625,NULL
,,00006cdf-0000-0000-2ab1-010010000000,2077,2077,,en-us,선방풍력,선방풍력,000016539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587626,68719587626,NULL
,,00006cdf-0000-0000-2bb1-010010000000,2077,2077,,en-us,삼보전자,삼보전자,000016540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587627,68719587627,NULL
,,00006cdf-0000-0000-2cb1-010010000000,2077,2077,,en-us,세무그룹토은,세무그룹토은,000016541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587628,68719587628,NULL
,,00006cdf-0000-0000-2db1-010010000000,2077,2077,,en-us,더블유관세컨설팅관세사무소,더블유관세컨설팅관세사무소,000016542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587629,68719587629,NULL
,,00006cdf-0000-0000-2eb1-010010000000,2077,2077,,en-us,한별 CS,한별 CS,000016543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587630,68719587630,NULL
,,00006cdf-0000-0000-2fb1-010010000000,2077,2077,,en-us,청조사,청조사,000016544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587631,68719587631,NULL
,,00006cdf-0000-0000-30b1-010010000000,2077,2077,,en-us,대한불교조계종 봉선사,대한불교조계종 봉선사,000016545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587632,68719587632,NULL
,,00006cdf-0000-0000-31b1-010010000000,2077,2077,,en-us,(주)강남엘지씨,(주)강남엘지씨,000016546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587633,68719587633,NULL
,,00006cdf-0000-0000-32b1-010010000000,2077,2077,,en-us,(주)로앤비교육센터학원,(주)로앤비교육센터학원,000016547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587634,68719587634,NULL
,,00006cdf-0000-0000-33b1-010010000000,2077,2077,,en-us,UNI 패키지,UNI 패키지,000016548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587635,68719587635,NULL
,,00006cdf-0000-0000-34b1-010010000000,2077,2077,,en-us,KEMET ELECTRONICS,KEMET ELECTRONICS,000016549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587636,68719587636,NULL
,,00006cdf-0000-0000-35b1-010010000000,2077,2077,,en-us,개별화물,개별화물,000016550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587637,68719587637,NULL
,,00006cdf-0000-0000-36b1-010010000000,2077,2077,,en-us,지에스파크24(주),지에스파크24(주),000016551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587638,68719587638,NULL
,,00006cdf-0000-0000-37b1-010010000000,2077,2077,,en-us,W 세무컨설팅,W 세무컨설팅,000016552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587639,68719587639,NULL
,,00006cdf-0000-0000-38b1-010010000000,2077,2077,,en-us,타이어프로 강남점,타이어프로 강남점,000016553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587640,68719587640,NULL
,,00006cdf-0000-0000-39b1-010010000000,2077,2077,,en-us,(주)경인열기엔지니어링,(주)경인열기엔지니어링,000016554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587641,68719587641,NULL
,,00006cdf-0000-0000-3ab1-010010000000,2077,2077,,en-us,(주)애플씨,(주)애플씨,000016555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587642,68719587642,NULL
,,00006cdf-0000-0000-3bb1-010010000000,2077,2077,,en-us,열쇠지킴이24시,열쇠지킴이24시,000016556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587643,68719587643,NULL
,,00006cdf-0000-0000-3cb1-010010000000,2077,2077,,en-us,(주)브레인커넥션,(주)브레인커넥션,000016557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587644,68719587644,NULL
,,00006cdf-0000-0000-3db1-010010000000,2077,2077,,en-us,법인카드(삼성),법인카드(삼성),000016558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587645,68719587645,NULL
,,00006cdf-0000-0000-3eb1-010010000000,2077,2077,,en-us,백송전자(주),백송전자(주),000016559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587646,68719587646,NULL
,,00006cdf-0000-0000-3fb1-010010000000,2077,2077,,en-us,(주)인사이터스,(주)인사이터스,000016560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587647,68719587647,NULL
,,00006cdf-0000-0000-40b1-010010000000,2077,2077,,en-us,(주)도담홀딩스,(주)도담홀딩스,000016561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587648,68719587648,NULL
,,00006cdf-0000-0000-41b1-010010000000,2077,2077,,en-us,(주)민트투어,(주)민트투어,000016562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587649,68719587649,NULL
,,00006cdf-0000-0000-42b1-010010000000,2077,2077,,en-us,케이비(KB)전자,케이비(KB)전자,000016563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587650,68719587650,NULL
,,00006cdf-0000-0000-43b1-010010000000,2077,2077,,en-us,엘지이노텍(주)-사용중단,엘지이노텍(주)-사용중단,000016564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587651,68719587651,NULL
,,00006cdf-0000-0000-44b1-010010000000,2077,2077,,en-us,하나캐피탈(주),하나캐피탈(주),000016565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587652,68719587652,NULL
,,00006cdf-0000-0000-45b1-010010000000,2077,2077,,en-us,(주)태화용역,(주)태화용역,000016566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587653,68719587653,NULL
,,00006cdf-0000-0000-46b1-010010000000,2077,2077,,en-us,(주)씨엘엠앤에스,(주)씨엘엠앤에스,000016567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587654,68719587654,NULL
,,00006cdf-0000-0000-47b1-010010000000,2077,2077,,en-us,우성기업,우성기업,000016568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587655,68719587655,NULL
